23
99
94.342346 88.176834 61.418762 0.579060 0.464770 0.362890
94.114563 89.143593 61.363869 0.579060 0.464770 0.362890
93.756470 90.069420 61.250629 0.579060 0.464770 0.362890
93.336281 90.966377 61.115910 0.579060 0.464770 0.362890
92.875458 91.840675 60.964848 0.579060 0.464770 0.362890
92.387985 92.698334 60.801636 0.579060 0.464770 0.362890
91.880730 93.547455 60.656090 0.579060 0.464770 0.362890
91.359749 94.395416 60.564625 0.579060 0.464770 0.362890
90.809601 95.228882 60.543648 0.579060 0.464770 0.362890
90.200363 96.018280 60.592438 0.579060 0.464770 0.362890
89.542038 96.766693 60.670853 0.579060 0.464770 0.362890
88.881233 97.514656 60.727924 0.579060 0.464770 0.362890
88.301636 98.323730 60.757275 0.579060 0.464770 0.362890
87.899078 99.233047 60.757893 0.579060 0.464770 0.362890
87.606857 100.188263 60.717281 0.579060 0.464770 0.362890
87.315514 101.142273 60.648281 0.579060 0.464770 0.362890
87.009003 102.089706 60.557526 0.579060 0.464770 0.362890
86.700294 103.032684 60.434608 0.579060 0.464770 0.362890
86.387817 103.968628 60.273491 0.579060 0.464770 0.362890
86.055016 104.892548 60.085686 0.579060 0.464770 0.362890
85.689552 105.801888 59.887756 0.579060 0.464770 0.362890
85.296623 106.698311 59.683109 0.579060 0.464770 0.362890
84.891083 107.587685 59.472065 0.579060 0.464770 0.362890
84.489044 108.480614 59.269943 0.579060 0.464770 0.362890
84.103752 109.387886 59.104050 0.579060 0.464770 0.362890
83.741753 110.313148 58.996723 0.579060 0.464770 0.362890
83.407242 111.253822 58.948566 0.579060 0.464770 0.362890
83.088921 112.201668 58.935326 0.579060 0.464770 0.362890
82.758247 113.145195 58.942886 0.579060 0.464770 0.362890
82.394310 114.075127 58.985622 0.579060 0.464770 0.362890
82.006310 114.992210 59.074322 0.579060 0.464770 0.362890
81.634468 115.909790 59.210480 0.579060 0.464770 0.362890
81.309433 116.837639 59.390484 0.579060 0.464770 0.362890
81.001961 117.765869 59.599396 0.579060 0.464770 0.362890
80.679909 118.683434 59.831985 0.579060 0.464770 0.362890
80.356201 119.595749 60.082703 0.579060 0.464770 0.362890
80.044518 120.513664 60.327854 0.579060 0.464770 0.362890
79.733002 121.438019 60.547539 0.579060 0.464770 0.362890
79.395988 122.357277 60.749981 0.579060 0.464770 0.362890
79.017807 123.260735 60.950375 0.579060 0.464770 0.362890
78.619003 124.161324 61.120396 0.579060 0.464770 0.362890
78.257835 125.086746 61.219791 0.579060 0.464770 0.362890
